country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","06-03-2025 18:00:00",11.258242,77.552761,CO,30,54,43
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","06-03-2025 18:00:00",9.36399,78.831977,NH3,1,1,1
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","06-03-2025 18:00:00",12.952707,79.30394,PM10,NA,NA,NA
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","06-03-2025 18:00:00",26.159933,75.780517,NO2,15,48,23
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","06-03-2025 18:00:00",26.159933,75.780517,CO,11,37,17
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","06-03-2025 18:00:00",24.5886166,73.6321397,PM2.5,24,169,91
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","06-03-2025 18:00:00",24.5886166,73.6321397,NH3,7,7,7
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","06-03-2025 18:00:00",11.06825,79.07033,PM10,31,500,236
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","06-03-2025 18:00:00",12.8777316,80.0834807,PM2.5,33,81,59
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","06-03-2025 18:00:00",25.196024,75.855668,SO2,2,14,8
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","06-03-2025 18:00:00",25.196024,75.855668,OZONE,2,87,70
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","06-03-2025 18:00:00",25.14389,75.821256,PM10,NA,NA,NA
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","06-03-2025 18:00:00",27.213494,73.734444,NH3,5,10,7
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","06-03-2025 18:00:00",27.213494,73.734444,CO,14,102,24
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","06-03-2025 18:00:00",24.041198,74.780702,PM10,33,297,104
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","06-03-2025 18:00:00",24.041198,74.780702,CO,8,38,14
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","06-03-2025 18:00:00",10.967820,78.080882,PM2.5,NA,NA,NA
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","06-03-2025 18:00:00",9.865935,78.022669,OZONE,6,6,6
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","06-03-2025 18:00:00",10.798548,79.838212,SO2,4,8,6
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","06-03-2025 18:00:00",11.4068288,76.7138973,PM10,58,245,94
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","06-03-2025 18:00:00",10.681158,78.741746,PM2.5,26,52,35
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","06-03-2025 18:00:00",12.9099161,80.1076538,PM2.5,34,94,50
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","06-03-2025 18:00:00",12.9099161,80.1076538,CO,11,37,21
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","06-03-2025 18:00:00",12.9099161,80.1076538,OZONE,27,140,83
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","06-03-2025 18:00:00",13.0664,"80.2112 ",PM2.5,17,226,74
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","06-03-2025 18:00:00",13.1662,80.2584,PM2.5,2,80,38
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","06-03-2025 18:00:00",13.1662,80.2584,PM10,19,116,55
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","06-03-2025 18:00:00",13.164544,80.26285,PM2.5,14,76,36
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","06-03-2025 18:00:00",26.253384,72.976571,PM2.5,2,123,46
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","06-03-2025 18:00:00",26.506177,77.025989,NO2,11,32,16
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","06-03-2025 18:00:00",26.506177,77.025989,OZONE,34,152,110
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","06-03-2025 18:00:00",25.164090,75.858137,SO2,2,18,5
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","06-03-2025 18:00:00",25.164090,75.858137,CO,12,97,17
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","06-03-2025 18:00:00",13.1036,80.2909,PM10,18,118,63
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","06-03-2025 18:00:00",13.0052189,80.2398125,OZONE,6,13,11
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","06-03-2025 18:00:00",10.942451,76.978996,PM2.5,21,165,77
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","06-03-2025 18:00:00",10.942451,76.978996,NH3,1,1,1
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","06-03-2025 18:00:00",24.041198,74.780702,OZONE,7,118,89
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","06-03-2025 18:00:00",25.036360,73.883502,SO2,4,10,6
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","06-03-2025 18:00:00",27.169338,78.03582,PM10,43,97,67
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","06-03-2025 18:00:00",27.19862,77.92066,PM2.5,5,38,13
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","06-03-2025 18:00:00",28.964949,77.278761,PM2.5,21,52,30
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","06-03-2025 18:00:00",28.964949,77.278761,OZONE,29,59,50
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","06-03-2025 18:00:00",28.359581,79.414455,PM10,8,14,10
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","06-03-2025 18:00:00",28.359581,79.414455,OZONE,11,16,14
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","06-03-2025 18:00:00",28.38910936,79.42963708,NO2,2,3,2
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","06-03-2025 18:00:00",11.0973603,77.3228673,PM2.5,9,80,30
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","06-03-2025 18:00:00",11.0973603,77.3228673,CO,55,100,64
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","06-03-2025 18:00:00",12.909494,79.131861,PM2.5,48,153,86
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","06-03-2025 18:00:00",12.909494,79.131861,OZONE,4,40,13
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-03-2025 18:00:00",9.559382,77.948828,PM2.5,21,82,39
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-03-2025 18:00:00",9.559382,77.948828,PM10,35,105,56
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-03-2025 18:00:00",9.559382,77.948828,NH3,4,8,7
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-03-2025 18:00:00",9.559382,77.948828,CO,20,22,22
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","06-03-2025 18:00:00",23.8175497,91.2726974,CO,20,75,22
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","06-03-2025 18:00:00",27.23711,78.01936,NO2,16,16,16
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","06-03-2025 18:00:00",27.23711,78.01936,SO2,7,14,10
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","06-03-2025 18:00:00",27.23711,78.01936,CO,3,8,6
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","06-03-2025 18:00:00",27.106972,78.000111,PM2.5,10,72,36
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","06-03-2025 18:00:00",27.106972,78.000111,CO,20,28,21
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","06-03-2025 18:00:00",27.19412,77.96237,PM10,28,108,48
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","06-03-2025 18:00:00",17.544899,78.486949,PM10,67,136,85
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","06-03-2025 18:00:00",17.429398,78.569354,SO2,8,12,9
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","06-03-2025 18:00:00",17.37206,78.50864,PM2.5,12,74,36
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","06-03-2025 18:00:00",17.37206,78.50864,NO2,13,16,15
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","06-03-2025 18:00:00",17.528544,78.286195,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","06-03-2025 18:00:00",28.38910936,79.42963708,OZONE,1,24,11
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","06-03-2025 18:00:00",28.406963,77.849831,NO2,15,52,33
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","06-03-2025 18:00:00",27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","06-03-2025 18:00:00",27.1594,78.3953,SO2,28,66,42
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","06-03-2025 18:00:00",27.1594,78.3953,CO,1,5,2
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","06-03-2025 18:00:00",17.528544,78.286195,OZONE,15,46,37
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","06-03-2025 18:00:00",17.417094,78.457437,PM2.5,52,74,64
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","06-03-2025 18:00:00",23.8175497,91.2726974,PM2.5,13,40,25
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","06-03-2025 18:00:00",23.8175497,91.2726974,NO2,10,47,23
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","06-03-2025 18:00:00",11.679111,78.125052,CO,34,89,52
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","06-03-2025 18:00:00",11.679111,78.125052,OZONE,16,17,16
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","06-03-2025 18:00:00","8.816428 ",78.099039,OZONE,17,20,19
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","06-03-2025 18:00:00",10.830158,78.691849,SO2,23,23,23
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","06-03-2025 18:00:00",17.540891,78.358528,OZONE,50,52,51
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","06-03-2025 18:00:00",17.460103,78.334361,CO,6,44,23
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","06-03-2025 18:00:00",17.585705,78.126199,PM2.5,60,67,63
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","06-03-2025 18:00:00",17.585705,78.126199,CO,16,56,28
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","06-03-2025 18:00:00",28.757294,77.278792,NO2,27,125,104
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","06-03-2025 18:00:00",28.685382,77.453839,CO,25,38,30
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","06-03-2025 18:00:00",28.6603346,77.3572563,PM2.5,23,100,60
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","06-03-2025 18:00:00",28.849399,78.742362,OZONE,15,20,17
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","06-03-2025 18:00:00",28.802625,78.753728,PM2.5,17,32,25
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","06-03-2025 18:00:00",28.802625,78.753728,SO2,19,35,32
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","06-03-2025 18:00:00",28.802625,78.753728,OZONE,34,136,86
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","06-03-2025 18:00:00",29.4723508,77.7194031,PM2.5,34,68,44
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","06-03-2025 18:00:00",29.4723508,77.7194031,NH3,4,5,4
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","06-03-2025 18:00:00",29.4723508,77.7194031,OZONE,26,88,73
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","06-03-2025 18:00:00",28.5447608,77.3231257,NO2,26,47,35
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","06-03-2025 18:00:00",28.6245479,77.3577104,PM10,84,147,110
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","06-03-2025 18:00:00",28.6245479,77.3577104,OZONE,39,61,57
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","06-03-2025 18:00:00",28.5898,77.3101,PM10,33,72,51
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","06-03-2025 18:00:00",26.4703136,80.3229863,CO,24,43,29
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","06-03-2025 18:00:00",28.2348927,77.8683002,PM2.5,21,60,35
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","06-03-2025 18:00:00",28.2348927,77.8683002,NO2,2,5,3
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","06-03-2025 18:00:00",28.2348927,77.8683002,CO,13,34,29
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","06-03-2025 18:00:00",26.766433,80.927299,NO2,7,7,7
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","06-03-2025 18:00:00",26.766433,80.927299,CO,10,14,11
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","06-03-2025 18:00:00",26.868120,81.005119,PM2.5,43,274,100
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","06-03-2025 18:00:00",26.868120,81.005119,NO2,6,9,8
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","06-03-2025 18:00:00",29.063510,77.709723,PM10,47,100,71
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","06-03-2025 18:00:00",28.83526,78.74460,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","06-03-2025 18:00:00",28.840739,78.697531,PM2.5,5,17,11
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","06-03-2025 18:00:00",28.840739,78.697531,NO2,18,30,23
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","06-03-2025 18:00:00",28.840739,78.697531,NH3,4,6,5
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","06-03-2025 18:00:00",28.840739,78.697531,SO2,5,30,19
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","06-03-2025 18:00:00",28.725645,77.749675,CO,15,47,40
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","06-03-2025 18:00:00",25.4547,78.6039,SO2,31,33,32
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","06-03-2025 18:00:00",25.4547,78.6039,CO,6,24,9
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","06-03-2025 18:00:00",25.4547,78.6039,OZONE,1,7,5
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","06-03-2025 18:00:00",26.509954,80.249612,SO2,33,42,36
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","06-03-2025 18:00:00",28.6603346,77.3572563,NH3,5,8,6
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","06-03-2025 18:00:00",28.6603346,77.3572563,OZONE,13,44,32
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","06-03-2025 18:00:00",28.47272,77.482000,PM10,48,140,78
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","06-03-2025 18:00:00",28.47272,77.482000,NH3,5,7,6
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","06-03-2025 18:00:00",26.83399722,80.8917361,NH3,5,19,12
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","06-03-2025 18:00:00",28.999264,77.7590354,CO,15,24,18
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","06-03-2025 18:00:00",28.9535882,77.7622941,PM10,53,99,74
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","06-03-2025 18:00:00",28.88528,78.73880,OZONE,14,28,23
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","06-03-2025 18:00:00",28.849399,78.742362,NO2,24,25,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","06-03-2025 18:00:00",28.849399,78.742362,NH3,4,4,4
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","06-03-2025 18:00:00",26.8458805,80.9365541,PM10,10,212,128
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","06-03-2025 18:00:00",26.8458805,80.9365541,NO2,45,80,70
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","06-03-2025 18:00:00",28.725645,77.749675,PM2.5,18,55,30
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","06-03-2025 18:00:00",28.725645,77.749675,PM10,42,84,57
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","06-03-2025 18:00:00",22.7605581,88.3617589,PM10,120,308,186
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","06-03-2025 18:00:00",22.7605581,88.3617589,NH3,11,13,12
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","06-03-2025 18:00:00",22.7605581,88.3617589,CO,36,126,42
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","06-03-2025 18:00:00",23.567923,87.306843,PM2.5,38,91,59
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","06-03-2025 18:00:00",23.567923,87.306843,SO2,5,64,18
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","06-03-2025 18:00:00",23.5087640,87.3544400,PM10,81,199,127
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","06-03-2025 18:00:00",22.629801,88.352017,PM10,114,240,145
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","06-03-2025 18:00:00",22.629801,88.352017,CO,2,47,6
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","06-03-2025 18:00:00",22.629801,88.352017,OZONE,11,80,67
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","06-03-2025 18:00:00",22.6025571,88.3105664,PM2.5,34,253,122
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","06-03-2025 18:00:00",22.6025571,88.3105664,NO2,11,141,56
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","06-03-2025 18:00:00",22.6025571,88.3105664,NH3,5,11,7
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","06-03-2025 18:00:00",22.6025571,88.3105664,CO,48,115,49
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","06-03-2025 18:00:00",28.569230,77.393848,SO2,13,35,23
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","06-03-2025 18:00:00",28.569230,77.393848,CO,20,74,24
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","06-03-2025 18:00:00",25.425602,81.917152,PM2.5,8,23,13
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","06-03-2025 18:00:00",25.425602,81.917152,PM10,20,97,40
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","06-03-2025 18:00:00",25.425602,81.917152,SO2,27,32,30
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","06-03-2025 18:00:00","25.44919916 ","81.82735986 ",OZONE,10,56,11
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","06-03-2025 18:00:00",30.075911,78.2859547,PM10,35,77,57
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","06-03-2025 18:00:00",30.075911,78.2859547,SO2,4,7,6
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","06-03-2025 18:00:00",30.075911,78.2859547,CO,20,29,25
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","06-03-2025 18:00:00",23.685297,86.945968,NO2,11,77,34
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","06-03-2025 18:00:00",23.6979360,86.9443950,SO2,5,23,11
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","06-03-2025 18:00:00",25.3505986,82.9083074,NO2,16,29,21
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","06-03-2025 18:00:00",25.301778,82.996789,PM2.5,6,21,11
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","06-03-2025 18:00:00",25.301778,82.996789,PM10,31,91,48
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","06-03-2025 18:00:00",25.301778,82.996789,SO2,30,31,30
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","06-03-2025 18:00:00",25.301778,82.996789,CO,3,12,5
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","06-03-2025 18:00:00",22.5687319,88.2797276,NH3,6,30,11
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","06-03-2025 18:00:00",22.5687319,88.2797276,OZONE,10,100,77
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","06-03-2025 18:00:00",22.5367507,88.3638022,PM10,124,194,156
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","06-03-2025 18:00:00",22.5367507,88.3638022,NO2,24,97,48
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","06-03-2025 18:00:00",25.32393,82.99687,CO,1,14,13
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","06-03-2025 18:00:00",27.5714090,77.6557570,PM2.5,4,20,8
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","06-03-2025 18:00:00",27.5714090,77.6557570,OZONE,11,13,11
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB","06-03-2025 18:00:00",23.5404352,87.2892225,PM2.5,85,232,152
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB","06-03-2025 18:00:00",23.5404352,87.2892225,SO2,15,32,25
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB","06-03-2025 18:00:00",23.5404352,87.2892225,CO,16,48,24
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","06-03-2025 18:00:00",23.616515,87.119133,PM2.5,41,171,74
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","06-03-2025 18:00:00",22.58157048,88.41002457,SO2,7,17,10
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","06-03-2025 18:00:00",22.556640,88.342674,PM2.5,80,184,133
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","06-03-2025 18:00:00",22.556640,88.342674,CO,20,72,22
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","06-03-2025 18:00:00",22.49929,88.36917,PM2.5,21,43,31
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","06-03-2025 18:00:00",22.49929,88.36917,NO2,13,116,34
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","06-03-2025 18:00:00",22.49929,88.36917,SO2,4,15,8
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","06-03-2025 18:00:00",22.627847,88.380669,NH3,8,10,9
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","06-03-2025 18:00:00",22.627847,88.380669,CO,24,60,24
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","06-03-2025 18:00:00",22.51106,88.35142,PM2.5,47,91,68
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","06-03-2025 18:00:00",22.51106,88.35142,NO2,41,220,96
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","06-03-2025 18:00:00",22.5448082,88.3403691,PM10,96,169,132
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","06-03-2025 18:00:00",26.6879226,88.4152495,PM10,121,162,139
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","06-03-2025 18:00:00",26.6879226,88.4152495,NO2,25,37,30
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","06-03-2025 18:00:00",26.6879226,88.4152495,CO,30,60,35
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","06-03-2025 18:00:00",16.486692,80.699436,CO,12,39,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","06-03-2025 18:00:00",16.509717,80.612222,SO2,9,20,12
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","06-03-2025 18:00:00",16.509717,80.612222,CO,32,36,33
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","06-03-2025 18:00:00",16.554731,80.649110,NH3,3,3,3
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","06-03-2025 18:00:00",16.554731,80.649110,SO2,4,27,14
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","06-03-2025 18:00:00",17.72,83.3,CO,8,82,23
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","06-03-2025 18:00:00",17.72,83.3,OZONE,9,21,18
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","06-03-2025 18:00:00",27.103358,93.679645,PM2.5,39,239,86
