country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","06-03-2025 18:00:00",24.58434363,80.8549414,CO,13,26,16
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","06-03-2025 18:00:00",20.918946,74.776388,NH3,3,4,3
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","06-03-2025 18:00:00",20.918946,74.776388,CO,6,57,15
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","06-03-2025 18:00:00",21.001264,75.565602,NO2,11,87,40
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","06-03-2025 18:00:00",19.854616,75.905894,PM2.5,97,331,212
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","06-03-2025 18:00:00",19.854616,75.905894,PM10,87,203,128
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","06-03-2025 18:00:00",20.939198,77.765701,PM10,37,94,62
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","06-03-2025 18:00:00",19.875620,75.387310,OZONE,3,101,74
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","06-03-2025 18:00:00",19.863756,75.321188,PM10,63,156,100
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","06-03-2025 18:00:00",23.142888,79.916147,OZONE,9,81,69
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","06-03-2025 18:00:00",23.168606,79.932247,PM10,48,123,74
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","06-03-2025 18:00:00",23.168606,79.932247,NO2,20,66,37
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","06-03-2025 18:00:00",23.168606,79.932247,SO2,3,16,5
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","06-03-2025 18:00:00",19.0243902,73.0406721,SO2,10,59,28
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","06-03-2025 18:00:00",19.786089,72.757971,SO2,NA,NA,NA
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","06-03-2025 18:00:00",19.962900,79.298714,SO2,18,38,23
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","06-03-2025 18:00:00",20.555712,74.529236,PM2.5,51,312,137
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","06-03-2025 18:00:00",20.555712,74.529236,PM10,41,306,119
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","06-03-2025 18:00:00",20.555712,74.529236,NO2,NA,NA,NA
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","06-03-2025 18:00:00",20.555712,74.529236,NH3,1,10,2
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","06-03-2025 18:00:00",19.296481,72.840923,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","06-03-2025 18:00:00",19.065931,72.862131,NO2,40,120,83
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","06-03-2025 18:00:00",19.065931,72.862131,NH3,5,36,14
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","06-03-2025 18:00:00",19.065931,72.862131,CO,14,74,32
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","06-03-2025 18:00:00",19.23241,72.86895,PM2.5,69,218,118
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","06-03-2025 18:00:00",19.23241,72.86895,PM10,105,195,146
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","06-03-2025 18:00:00",19.23241,72.86895,NH3,3,8,5
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","06-03-2025 18:00:00",19.2243333,72.8658113,PM10,49,114,84
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","06-03-2025 18:00:00",20.0073285,73.7762427,NH3,1,13,5
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","06-03-2025 18:00:00",20.0073285,73.7762427,CO,18,40,21
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","06-03-2025 18:00:00",20.021503,73.813844,PM2.5,46,172,79
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","06-03-2025 18:00:00",20.021503,73.813844,NO2,3,28,14
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","06-03-2025 18:00:00",19.950220,73.731480,SO2,5,78,28
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","06-03-2025 18:00:00",19.950220,73.731480,CO,2,31,13
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","06-03-2025 18:00:00",19.9591346,73.7788008,SO2,2,49,13
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","06-03-2025 18:00:00",19.9591346,73.7788008,CO,8,26,11
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.090337,73.014232,CO,4,78,15
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.1135051,73.008978,PM2.5,69,282,102
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","06-03-2025 18:00:00",21.121801,79.04952,CO,11,32,16
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","06-03-2025 18:00:00",21.14472,79.107595,SO2,10,112,47
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","06-03-2025 18:00:00",21.14472,79.107595,CO,36,117,58
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","06-03-2025 18:00:00",21.152875,79.0517531,NO2,12,59,28
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","06-03-2025 18:00:00",21.152875,79.0517531,NH3,3,6,3
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","06-03-2025 18:00:00",21.152875,79.0517531,SO2,6,127,26
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","06-03-2025 18:00:00",21.143383,79.048912,NH3,2,9,3
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","06-03-2025 18:00:00",21.143383,79.048912,SO2,8,114,30
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","06-03-2025 18:00:00",21.143383,79.048912,CO,14,22,16
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","06-03-2025 18:00:00",19.173852,77.296291,CO,17,120,70
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","06-03-2025 18:00:00",19.173852,77.296291,OZONE,10,212,194
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","06-03-2025 18:00:00",19.192056,72.9585188,PM10,70,118,92
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","06-03-2025 18:00:00",19.192056,72.9585188,SO2,9,28,16
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","06-03-2025 18:00:00",16.6870449,74.2505872,PM2.5,38,76,64
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","06-03-2025 18:00:00",16.7143745,74.2426398,NO2,14,83,30
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","06-03-2025 18:00:00",16.7143745,74.2426398,SO2,2,6,4
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","06-03-2025 18:00:00",16.7143745,74.2426398,OZONE,1,85,62
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","06-03-2025 18:00:00",18.39963,76.57452,NO2,4,32,14
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","06-03-2025 18:00:00",18.39963,76.57452,NH3,1,10,4
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","06-03-2025 18:00:00",18.39963,76.57452,OZONE,56,105,90
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","06-03-2025 18:00:00",18.897756,72.813320,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","06-03-2025 18:00:00",18.897756,72.813320,CO,10,68,26
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","06-03-2025 18:00:00",19.137500,72.915056,NH3,2,2,2
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","06-03-2025 18:00:00",19.000084,72.856730,NO2,11,42,27
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","06-03-2025 18:00:00",19.000084,72.856730,SO2,3,100,13
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","06-03-2025 18:00:00",19.060498,72.923356,SO2,1,10,4
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","06-03-2025 18:00:00",19.000083,72.813993,PM2.5,20,195,61
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","06-03-2025 18:00:00",19.000083,72.813993,NH3,1,4,3
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","06-03-2025 18:00:00",19.047000,72.874600,NH3,3,3,3
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","06-03-2025 18:00:00",19.383200,72.820400,PM10,76,140,101
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","06-03-2025 18:00:00",19.383200,72.820400,NO2,15,43,23
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","06-03-2025 18:00:00",19.10861,72.83622,PM2.5,26,85,54
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","06-03-2025 18:00:00",18.9936162,72.8128113,NH3,1,5,4
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","06-03-2025 18:00:00",21.121801,79.04952,PM2.5,36,68,51
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","06-03-2025 18:00:00",21.121801,79.04952,NO2,9,59,23
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","06-03-2025 18:00:00",19.04946,72.9230,NO2,12,53,16
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","06-03-2025 18:00:00",19.04946,72.9230,CO,15,88,22
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","06-03-2025 18:00:00",19.205800,72.868200,PM2.5,79,91,83
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","06-03-2025 18:00:00",19.205800,72.868200,NH3,8,20,11
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","06-03-2025 18:00:00",19.1653323,72.922099,NO2,18,56,34
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","06-03-2025 18:00:00",19.0863,72.8888,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","06-03-2025 18:00:00",18.9767,72.8380,SO2,11,111,28
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","06-03-2025 18:00:00",19.0364585,72.8954371,PM2.5,61,103,77
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","06-03-2025 18:00:00",19.0364585,72.8954371,OZONE,2,184,99
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","06-03-2025 18:00:00",18.910000,72.820000,PM10,29,58,44
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","06-03-2025 18:00:00",19.19709,72.82204,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","06-03-2025 18:00:00",19.1878657,72.8304069,SO2,12,92,29
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","06-03-2025 18:00:00",19.1750,72.9419,NO2,15,19,18
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","06-03-2025 18:00:00",19.1750,72.9419,SO2,NA,NA,NA
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","06-03-2025 18:00:00",18.454450,73.854155,PM2.5,NA,NA,NA
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","06-03-2025 18:00:00",18.454450,73.854155,NO2,NA,NA,NA
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","06-03-2025 18:00:00",18.454450,73.854155,SO2,NA,NA,NA
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","06-03-2025 18:00:00",18.573040,73.927715,PM2.5,53,109,78
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","06-03-2025 18:00:00",18.573040,73.927715,NO2,25,64,43
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","06-03-2025 18:00:00",18.530085,73.849598,NO2,48,183,130
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","06-03-2025 18:00:00",18.547056,73.826908,NO2,13,43,25
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","06-03-2025 18:00:00",18.547056,73.826908,CO,12,103,24
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","06-03-2025 18:00:00",18.547056,73.826908,OZONE,1,167,167
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","06-03-2025 18:00:00",18.664282,73.763966,PM10,92,156,122
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","06-03-2025 18:00:00",18.616318,73.765797,SO2,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","06-03-2025 18:00:00",18.616318,73.765797,CO,8,24,17
India,Maharashtra,Pune,"Bhosari, Pune - IITM","06-03-2025 18:00:00",18.640051,73.848956,PM2.5,29,164,86
India,Maharashtra,Pune,"Bhosari, Pune - IITM","06-03-2025 18:00:00",18.640051,73.848956,PM10,76,157,117
India,Maharashtra,Pune,"Bhosari, Pune - IITM","06-03-2025 18:00:00",18.640051,73.848956,CO,20,60,49
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","06-03-2025 18:00:00",18.459883,73.852193,PM10,32,126,79
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","06-03-2025 18:00:00",18.501793,73.927532,PM10,53,141,96
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","06-03-2025 18:00:00",18.5011743,73.8165527,NO2,NA,NA,NA
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","06-03-2025 18:00:00",18.5011743,73.8165527,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.0630,73.1209,NH3,NA,NA,NA
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","06-03-2025 18:00:00",19.265594,76.761463,NH3,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","06-03-2025 18:00:00",18.63673,73.82487,NO2,21,83,52
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","06-03-2025 18:00:00",18.63673,73.82487,NH3,4,10,8
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","06-03-2025 18:00:00",18.59051,73.77946,NH3,9,26,14
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","06-03-2025 18:00:00",18.59051,73.77946,OZONE,1,67,50
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","06-03-2025 18:00:00",18.614767,73.799516,PM2.5,62,144,94
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","06-03-2025 18:00:00",17.65439,75.90649,NO2,14,131,47
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","06-03-2025 18:00:00",17.6599188,75.9063906,PM10,108,130,113
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","06-03-2025 18:00:00",19.26777,72.97182,SO2,6,29,13
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","06-03-2025 18:00:00",19.222279,72.957979,NO2,7,70,40
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","06-03-2025 18:00:00",19.235581,73.159121,NH3,1,9,4
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","06-03-2025 18:00:00",22.1166054,85.3945546,PM10,49,187,116
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","06-03-2025 18:00:00",21.941841,86.728318,SO2,NA,NA,NA
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","06-03-2025 18:00:00",21.941841,86.728318,CO,27,60,51
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","06-03-2025 18:00:00",20.240790,85.836784,PM2.5,65,273,131
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","06-03-2025 18:00:00",20.240790,85.836784,OZONE,21,92,68
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","06-03-2025 18:00:00"," 16.5038",74.3623,SO2,9,35,22
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","06-03-2025 18:00:00"," 16.5038",74.3623,OZONE,5,138,112
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","06-03-2025 18:00:00",17.6336264,75.9132495,PM2.5,70,280,155
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","06-03-2025 18:00:00",17.6336264,75.9132495,NO2,8,115,27
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","06-03-2025 18:00:00",17.6336264,75.9132495,NH3,5,39,12
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","06-03-2025 18:00:00",25.6635413,94.0989878,SO2,55,58,57
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","06-03-2025 18:00:00",25.6635413,94.0989878,OZONE,8,26,19
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","06-03-2025 18:00:00",20.832874,85.104082,PM2.5,87,400,192
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","06-03-2025 18:00:00",20.832874,85.104082,PM10,96,407,176
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","06-03-2025 18:00:00",19.4458210,72.7988231,CO,10,28,20
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","06-03-2025 18:00:00",23.7176342,92.7192841,OZONE,2,10,6
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","06-03-2025 18:00:00",25.6635413,94.0989878,PM10,105,135,120
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.0575752,73.0151367,PM10,84,157,122
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.02579,73.10297,PM10,89,161,119
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","06-03-2025 18:00:00",21.869985,85.167016,SO2,32,46,37
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","06-03-2025 18:00:00",21.869985,85.167016,CO,9,24,16
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","06-03-2025 18:00:00",21.869985,85.167016,OZONE,24,24,24
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","06-03-2025 18:00:00",11.9309,79.8027,NH3,2,5,3
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","06-03-2025 18:00:00",31.620000,74.876512,PM2.5,19,84,51
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","06-03-2025 18:00:00",30.233011,74.907758,CO,4,122,39
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","06-03-2025 18:00:00",31.321907,75.578914,PM2.5,37,90,59
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","06-03-2025 18:00:00",31.321907,75.578914,OZONE,6,69,37
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","06-03-2025 18:00:00","30.736056 ",76.209694,SO2,9,49,25
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","06-03-2025 18:00:00",22.265816,86.174829,OZONE,1,22,18
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","06-03-2025 18:00:00",22.18972222,84.86277778,CO,8,107,44
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","06-03-2025 18:00:00",22.24500000,84.88111111,CO,20,36,24
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","06-03-2025 18:00:00",21.606865,85.510538,NH3,4,4,4
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","06-03-2025 18:00:00",21.606865,85.510538,OZONE,29,54,43
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","06-03-2025 18:00:00",20.9360711,85.1707021,NO2,24,38,32
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","06-03-2025 18:00:00",20.9360711,85.1707021,CO,33,103,50
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","06-03-2025 18:00:00",20.9360711,85.1707021,OZONE,14,94,64
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","06-03-2025 18:00:00",21.869985,85.167016,PM2.5,40,94,61
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","06-03-2025 18:00:00",30.9028,75.8086,PM2.5,51,180,95
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","06-03-2025 18:00:00",30.9028,75.8086,PM10,62,145,104
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","06-03-2025 18:00:00",30.9028,75.8086,CO,12,92,24
India,Punjab,Patiala,"Model Town, Patiala - PPCB","06-03-2025 18:00:00",30.349388,76.366642,PM10,54,96,67
India,Punjab,Patiala,"Model Town, Patiala - PPCB","06-03-2025 18:00:00",30.349388,76.366642,SO2,6,34,14
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","06-03-2025 18:00:00",31.0325454,76.5623046,PM2.5,7,61,34
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","06-03-2025 18:00:00",26.470859,74.646594,PM2.5,27,226,83
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","06-03-2025 18:00:00",26.470859,74.646594,PM10,27,107,91
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","06-03-2025 18:00:00",24.892047,74.623527,SO2,2,12,6
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","06-03-2025 18:00:00",24.892047,74.623527,CO,13,51,22
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","06-03-2025 18:00:00",28.296139,74.961696,PM10,28,104,66
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","06-03-2025 18:00:00",28.296139,74.961696,NH3,3,5,3
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","06-03-2025 18:00:00",26.895552,76.334753,PM10,59,349,119
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","06-03-2025 18:00:00",23.837789,73.714926,NO2,6,63,27
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","06-03-2025 18:00:00",23.837789,73.714926,NH3,3,11,5
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","06-03-2025 18:00:00",29.610750,74.283608,PM10,34,226,94
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","06-03-2025 18:00:00",25.339605,74.618883,CO,9,42,13
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","06-03-2025 18:00:00",28.194909,76.862296,NO2,23,56,43
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","06-03-2025 18:00:00",28.207266,76.829265,PM2.5,2,332,50
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","06-03-2025 18:00:00",28.018792,73.292658,NO2,11,86,34
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","06-03-2025 18:00:00",23.555190,74.440010,CO,14,43,21
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","06-03-2025 18:00:00",23.555190,74.440010,OZONE,10,150,109
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","06-03-2025 18:00:00",25.106006,76.469948,NO2,11,82,33
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","06-03-2025 18:00:00",25.106006,76.469948,NH3,4,11,7
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","06-03-2025 18:00:00",25.339605,74.618883,NO2,6,68,25
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","06-03-2025 18:00:00",20.94185,86.11510,PM2.5,37,220,95
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","06-03-2025 18:00:00",21.643900,85.599355,OZONE,45,48,46
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","06-03-2025 18:00:00",26.470859,74.646594,OZONE,22,64,45
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","06-03-2025 18:00:00",27.554793,76.611536,CO,6,42,27
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","06-03-2025 18:00:00",27.554793,76.611536,OZONE,7,59,45
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","06-03-2025 18:00:00",20.34652,85.81630,SO2,3,66,23
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","06-03-2025 18:00:00",21.8004996,83.8396977,SO2,6,6,6
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","06-03-2025 18:00:00",12.9533,80.2357,NH3,3,4,3
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","06-03-2025 18:00:00",12.9533,80.2357,OZONE,2,19,10
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","06-03-2025 18:00:00",13.1036,80.2909,PM2.5,10,82,41
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","06-03-2025 18:00:00",13.1036,80.2909,NO2,12,73,31
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","06-03-2025 18:00:00",13.1036,80.2909,CO,20,46,34
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","06-03-2025 18:00:00",13.0052189,80.2398125,NH3,4,5,4
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","06-03-2025 18:00:00",13.0052189,80.2398125,SO2,7,9,8
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","06-03-2025 18:00:00",11.0328,77.0349,PM10,39,79,62
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","06-03-2025 18:00:00",11.0328,77.0349,NO2,9,11,10
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","06-03-2025 18:00:00",10.942451,76.978996,PM10,58,158,82
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","06-03-2025 18:00:00",25.036360,73.883502,PM2.5,3,142,50
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","06-03-2025 18:00:00",26.031443,76.359327,NO2,13,21,16
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","06-03-2025 18:00:00",26.031443,76.359327,NH3,8,14,10
